stop_name,stop_type,transit_type,lines,latitude,longitude
S Hammerbrook (Süd),"Metrobus, Stadtbus",Bus,"112,M25",53.545359999999754,10.024870000000124
Süderstraße,"Metrobus, Stadtbus",Bus,"112,154,160,M25",53.5453222918181,10.03055484387118
Ausschläger Weg (Verkehrsamt),"Metrobus, Stadtbus",Bus,"112,120,122,124,154,160,224,M25",53.54748999999974,10.038420000000132
Luisenweg,Stadtbus,Bus,112,53.54826999999972,10.045770000000138
Schadesweg,Stadtbus,Bus,112,53.5476599999997,10.051960000000141
Wendenstraße (Mitte),"Metrobus, Stadtbus",Bus,"120,122,124,160,224,M25",53.55002999999973,10.036450000000132
Wendenstraße,Stadtbus,Bus,"154,160",53.54781431189098,10.028607528716233
Jungestraße,Stadtbus,Bus,261,53.55625408018008,10.027442999886336
Carl-Petersen-Straße,"Metrobus, Stadtbus",Bus,"261,M25",53.559324545978775,10.038862078757449
S Landwehr (Ramazan-Avci-Platz),Metrobus,Bus,M25,53.561258396953534,10.037248571289853
U Lübecker Straße,"Metrobus, Nachtbus, Stadtbus",Bus,"530,M16,N608",53.55917462581515,10.026659665418935
U Lohmühlenstraße,"Metrobus, Nachtbus",Bus,"M16,N608",53.55717162304422,10.020287119586625
Böckmannstraße,"Metrobus, Nachtbus",Bus,"M16,N608",53.55485453969774,10.015200766245396
HBF/Kirchenallee,"Metrobus, Nachtbus",Bus,"M17,M18,M6,N606,N607",53.55285152917193,10.008612924440751
Gurlittstraße,"Metrobus, Nachtbus",Bus,"M17,M18,M6,N606,N607",53.55735999999977,10.011180000000113
AK St.Georg,"Metrobus, Nachtbus",Bus,"M17,M18,M6,N606,N607",53.55977865994771,10.014461427318945
Graumannsweg,"Metrobus, Nachtbus",Bus,"M17,M18,M6,N606,N607",53.56288999999978,10.01771000000012
Normannenweg,"Metrobus, Stadtbus",Bus,"120,122,124,224,M25",53.55181999999974,10.03508000000013
Osterbrookplatz,Stadtbus,Bus,112,53.54707999999972,10.058140000000146
Repsoldstraße,Stadtbus,Bus,112,53.548275114097,10.015018569917068
Albertstraße,Stadtbus,Bus,112,53.54910392307529,10.019789035150614
Alfredstraße,Stadtbus,Bus,261,53.557266597948576,10.031846177922661
S Hammerbrook (Nord),Stadtbus,Bus,112,53.54763199919633,10.0230814945222
Ausschläger Allee (Kfz-Verwahrstelle),"Metrobus, Nachtbus, Stadtbus",Bus,"119,120,122,124,224,M3,N602",53.53087698473655,10.061763406318418
Stoeckhardtstraße,Stadtbus,Bus,530,53.5578016475374,10.049616585551208
Griesstraße,Stadtbus,Bus,530,53.56237023180743,10.047123093372551
Hirschgraben,Stadtbus,Bus,530,53.563863425213235,10.044492118869025
Marienkrankenhaus,Stadtbus,Bus,530,53.56100212191598,10.03499576713717
S Landwehr (Hasselbrookstraße),Stadtbus,Bus,530,53.561792585454825,10.037640047698698
Bullenhuser Damm (West),Stadtbus,Bus,"120,122,124,160,224,530",53.54258310302319,10.043053406532783
Grevenweg,Stadtbus,Bus,130,53.55093069971018,10.042546087691717
AIRBUS (Osttor/Einfahrt),Stadtbus,Bus,"1705,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,4714,4750",53.53769667164257,9.846903116461574
Airbus (Fähranleger/Haus 25),Stadtbus,Bus,"1705,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,4714,4750",53.543112970641666,9.841067979316161
Haus des KFZ-Gewerbes,Stadtbus,Bus,130,53.54141098104634,10.0349401798682
Banksstraße (Großmarkt),Nachtbus,Bus,N602,53.54466246718836,10.014998664552083
Deichtorhallen,Nachtbus,Bus,N602,53.5458121813615,10.007159922536204
Oberhafenbrücke,Nachtbus,Bus,N602,53.54440811099675,10.005370463857364
Pröbenweg,Stadtbus,Bus,530,53.55442925964895,10.050192636084951
Dimpfelweg,Stadtbus,Bus,530,53.55293670171067,10.049313711128939
Borstelmannsweg 133,Stadtbus,Bus,530,53.548208493830266,10.051105345294635
Hammer Deich (Ost),Stadtbus,Bus,530,53.54542999999973,10.04876000000014
Kreuzbrook,Stadtbus,Bus,530,53.54639785925125,10.045444806782584
Billhorner Deich (Wasserforum),Stadtbus,Bus,530,53.53365736992312,10.041569058455721
Entenwerder Stieg,Stadtbus,Bus,530,53.5303413748293,10.042880891061467
Kaltehofe-Hinterdeich,Stadtbus,Bus,530,53.52695458650848,10.04587749815928
HBF/Mönckebergstraße,"Metrobus, Nachtbus",Bus,"M19,M3,M5,N606,N607,N608,N609,N610,N640,N641",53.55154611595118,10.003965804778426
Gerhart-Hauptmann-Platz,"Metrobus, Nachtbus",Bus,"M19,M3,M5,N606,N607,N608,N609,N610,N640,N641",53.55078382586245,9.99859013048886
Michaeliskirche,"Metrobus, Nachtbus",Bus,"M16,M17,N601,N609,N610,N641",53.54935870404895,9.977955660965526
Brandstwiete,"Metrobus, Nachtbus",Bus,"M4,M6,N602",53.547249999999785,9.996940000000109
Museum für Hamburgische Geschichte,"Nachtbus, Stadtbus",Bus,"112,N607",53.55073457694881,9.974234999662162
Handwerkskammer,"Nachtbus, Stadtbus",Bus,"112,N607",53.553215045905155,9.976578028039825
Parkallee,Metrobus,Bus,M15,53.572539999999805,9.983980000000098
U Stephansplatz,"Metrobus, Nachtbus, Stadtbus",Bus,"112,M19,M4,M5,N603,N604,N605",53.55821981488495,9.988990396794863
Museum am Rothenbaum,Stadtbus,Bus,114,53.56840202320659,9.988423033398796
Heinrich-Hertz-Turm,Nachtbus,Bus,N603,53.56465999999981,9.976250000000098
Universität/Staatsbibliothek,"Metrobus, Nachtbus",Bus,"M4,M5,N603,N604",53.56394999999981,9.9847600000001
Bf. Dammtor,"Metrobus, Nachtbus, Stadtbus",Bus,"114,M4,M5,N603,N604",53.56118843632983,9.990125667937168
Fontenay,"Metrobus, Nachtbus, Stadtbus",Bus,"114,M19,N605",53.56448999999979,9.994480000000106
Magellan-Terrassen,"Nachtbus, Stadtbus",Bus,"111,N602",53.542495857098984,9.993398165198677
U Hallerstraße,"Metrobus, Nachtbus, Stadtbus",Bus,"114,M15,N605",53.57266999999981,9.988660000000102
Kunsthalle,Stadtbus,Bus,112,53.55553839042877,10.00093728799902
Oberstraße,"Nachtbus, Stadtbus",Bus,"114,N605",53.57765999999981,9.988930000000105
Grindelhof,"Metrobus, Nachtbus",Bus,"M4,M5,N604",53.56710999999981,9.9808900000001
Paulinenstraße,Metrobus,Bus,M17,53.55462512037691,9.964738652538266
U Baumwall,"Metrobus, Nachtbus, Stadtbus",Bus,"111,M2,N608",53.544215846978275,9.979456972619632
Marco-Polo-Terrassen,"Nachtbus, Stadtbus",Bus,"111,N602",53.54024719973858,9.993806848834799
Auf dem Sande (Speicherstadt),"Metrobus, Nachtbus",Bus,"M6,N602",53.54410958748984,9.990488010611406
Bei St.Annen,"Metrobus, Nachtbus",Bus,"M6,N602",53.545599999999794,9.997200000000108
Domstraße,Metrobus,Bus,"M16,M17",53.5478699999998,9.994280000000108
U Überseequartier,"Nachtbus, Stadtbus",Bus,"111,N602",53.54075624360796,9.997012174062256
U HafenCity Universität,Stadtbus,Bus,111,53.540747402254155,10.005159014613849
Am Kaiserkai (Elbphilharmonie),"Metrobus, Stadtbus",Bus,"111,M2",53.54272438305829,9.985044667251113
Koreastraße,"Nachtbus, Stadtbus",Bus,"111,N602",53.54363670731053,10.001984344393245
Osakaallee,Stadtbus,Bus,111,53.54284432514459,9.998620807979654
Singapurstraße,"Metrobus, Nachtbus",Bus,"M2,M6,N602",53.543906920672796,9.997009024989525
Baakenhöft,Stadtbus,Bus,111,53.53808600029453,10.008789999876681
U S Elbbrücken,Stadtbus,Bus,"155,256",53.53523999999976,10.024140000000125
U S Elbbrücken (Baakenwerder Straße),Stadtbus,Bus,"119,130",53.53643375243072,10.022373200112016
Ericusspitze,Metrobus,Bus,M2,53.545957563087526,10.003044758005524
Lademannbogen 51,Stadtbus,Bus,193,53.643280936721965,10.030945075117483
Rambachstraße,"Metrobus, Nachtbus, Stadtbus",Bus,"111,M2,N608",53.54468082146081,9.975185302737296
Hohenesch,"Metrobus, Stadtbus",Bus,"288,M16,M2",53.55535999999985,9.928580000000073
Zeisehallen,Metrobus,Bus,M16,53.55455405659882,9.927453708658808
Victoriaallee,Stadtbus,Bus,462,53.60926999999943,10.19160000000026
Lily-Braun-Straße,"Nachtbus, Stadtbus",Bus,"134,234,329,335,N629",53.48733526933573,10.173941615088433
Schule Norderschulweg,Stadtbus,Bus,350,53.5318717004268,9.876496882465668
Fehrsweg,Stadtbus,Bus,"172,392",53.63082318321406,10.021154632094861
Stoppelfeld,Stadtbus,Bus,"168,368",53.612130525343176,10.147543723466693
Am Kroog,Stadtbus,Bus,"168,368",53.609397406225256,10.140894464331632
Arnswalder Straße,Stadtbus,Bus,"168,368",53.613552395328185,10.151108922102717
Dampfschiffsweg,Stadtbus,Bus,157,53.47100265887587,9.98297345963612
Wilhelm-Weber-Straße,Stadtbus,Bus,157,53.47342853484651,9.977990729222888
U Legienstraße,Stadtbus,Bus,161,53.54620682708469,10.097896636515287
Neuer Fährweg,Stadtbus,Bus,"257,2719,350,550",53.53017999999996,9.791490000000033
Beim Avenberg,Stadtbus,Bus,"122,124,222,224",53.470849999999665,10.082770000000165
Halskestraße (West),Stadtbus,Bus,"120,220",53.52560396466046,10.075121652918014
Halskestraße (Mitte),Stadtbus,Bus,"120,220",53.5203812612426,10.084482527357352
Andreas-Meyer-Straße (Mitte),Stadtbus,Bus,"124,224",53.518081039778885,10.07827136348822
Andreas-Meyer-Straße (Ost),Stadtbus,Bus,"124,224",53.515049536947245,10.083147231863887
Moorfleet,Stadtbus,Bus,"120,122,124,220,222,224",53.511739999999676,10.087650000000169
Billwerder Bucht,Stadtbus,Bus,"122,220",53.52297111376627,10.067573037607234
Moorfleeter Deich,Stadtbus,Bus,"122,220",53.51760084434463,10.069523144132367
Sandwisch,Stadtbus,Bus,"122,220",53.51523863228461,10.074200723934378
Moorfleeter Hauptdeich,Stadtbus,Bus,"120,122,124,220,222,224,530",53.50093999999967,10.079170000000163
Tatenberger Schleuse,Stadtbus,Bus,"120,122,124,220,222,224",53.49776833018118,10.077924846947074
Tatenberger Damm,Stadtbus,Bus,"120,122,124,220,222,224",53.492509999999704,10.067810000000154
Spadenländer Ecke,Stadtbus,Bus,"120,122,124,220,222,224",53.491317790050964,10.065172482623572
Beim Bieberhof,Stadtbus,Bus,"120,122,124,222,224",53.48535999999969,10.072140000000157
Fasanengrund,Stadtbus,Bus,"120,122,124,222,224",53.48049872192828,10.075746790057797
Schwersweg,Stadtbus,Bus,"120,122,124,222,224",53.477119999999694,10.07778000000016
Hofschläger Deich,Stadtbus,Bus,"220,222",53.48603999999971,10.054180000000144
Elversweg,Stadtbus,Bus,"120,122,124,222,224,422",53.47363999999968,10.079430000000164
Ochsenwerder Kirche,Stadtbus,Bus,"222,422",53.476901324676405,10.084578712463367
Eichholzfelder Deich,Stadtbus,Bus,"222,422",53.479529999999635,10.09014000000017
Ochsenwerder Mühlenweg,Stadtbus,Bus,"222,422",53.47886999999964,10.098650000000175
Reitdeich,Stadtbus,Bus,"222,422",53.47567999999963,10.10147000000018
Goseburg,Stadtbus,Bus,"222,422",53.471615889781766,10.104432663837036
Ochsenwerder Norderdeich,Stadtbus,Bus,"222,422",53.46547668668206,10.1135055314523
Oortkatenweg (Nord),Stadtbus,Bus,"222,422",53.46419957261595,10.120083858804934
Gauert,Stadtbus,Bus,"122,124,222,224",53.46382501128323,10.088397765385297
Oortkatenweg,Stadtbus,Bus,"122,124,127,222,224",53.45688999999962,10.105140000000183
Hohendeicher See (Nord),Stadtbus,Bus,422,53.44943634301257,10.099726798152226
Ochsenwerder Elbdeich,Stadtbus,Bus,422,53.44664498757397,10.107880025174541
Siedlung Fünfhausen,Stadtbus,Bus,"122,124,127,222,224",53.451243117455384,10.114907578429415
Hohedeich (Feuerwehr),Stadtbus,Bus,422,53.441640880584174,10.111451349239337
Hohedeich,Stadtbus,Bus,422,53.44058238950782,10.114983705955614
Durchdeich (Süd),Stadtbus,Bus,422,53.441139999999585,10.121390000000197
Schule Ochsenwerder,Stadtbus,Bus,"120,220,222,223,422",53.471144162933776,10.073743833333792
Dorferbogen,Stadtbus,Bus,"120,220,222,223,422",53.46804947728259,10.067131618690135
Gauerter Hauptdeich 35,Stadtbus,Bus,"120,223,422",53.46322655589988,10.066751722420452
Gauerter Hauptdeich 77,Stadtbus,Bus,"120,223,422",53.46025999999968,10.069960000000155
Ochsenwerder Elbdeich 3,Stadtbus,Bus,"120,223,422",53.4573799999997,10.07562000000016
Oortkaten,Stadtbus,Bus,"120,223,422",53.44904999999964,10.09042000000017
Overhaken,Stadtbus,Bus,"120,223,422",53.43678999999961,10.106910000000184
Overwerder,Stadtbus,Bus,"120,223,322,323,422",53.43063999999961,10.11337000000019
Spadenländer Elbdeich,Stadtbus,Bus,"220,222",53.47814656411855,10.062523954531228
Homannring,Stadtbus,Bus,"122,124,127,222,224",53.447529999999574,10.124110000000202
Andreas-Meyer-Straße (West),Stadtbus,Bus,"124,224",53.52237295580513,10.071366231539642
Nagelstegel,Stadtbus,Bus,"120,223,422",53.45606999999967,10.080760000000167
Oortkatenufer,Stadtbus,Bus,"120,223,422",53.44067898148074,10.10127338750847
Moorfleeter Kirchenweg,Stadtbus,Bus,"122,220",53.51314437644427,10.081972328138326
Moorfleet (Feuerwehr),Stadtbus,Bus,"122,220",53.512062034525954,10.086668332317506
Moorfleet (Halskestraße),Stadtbus,Bus,"120,220,230,430",53.51247718713025,10.08875237347483
Hein-Baxmann-Stieg,Stadtbus,Bus,"122,220",53.5129577358341,10.083613143811789
Kneidenweg,Stadtbus,Bus,530,53.500809999999674,10.072470000000155
Moorfleeter Brückenstraße,Stadtbus,Bus,530,53.50050145542246,10.082731651266304
Moorfleeter Deich 344,Stadtbus,Bus,530,53.495820304137396,10.091335092025586
Billbrookdeich 210,Stadtbus,Bus,"430,432",53.53497740877347,10.10410886904477
Billstieg,Stadtbus,Bus,"430,432",53.53409721224107,10.108457753912887
Schule Billbrookdeich,Stadtbus,Bus,"430,432",53.532701143219754,10.111032003262277
Billwerder Billdeich (West),Stadtbus,Bus,330,53.52260531377073,10.114071630685022
Maler- und Lackierer-Museum,Stadtbus,Bus,330,53.5210799999996,10.119860000000195
Glockenhausbrücke,Stadtbus,Bus,330,53.517709999999596,10.123500000000199
Billwerder Kirche,Stadtbus,Bus,330,53.5142225933206,10.127920252492284
Billwerder Billdeich 174,Stadtbus,Bus,330,53.50942917446931,10.129527778459819
Billwerder (Feuerwehr),Stadtbus,Bus,330,53.50457599467347,10.135669448341666
Mittlerer Landweg (Nord),Stadtbus,Bus,"221,330",53.50266129630276,10.139987767985083
Schule Mittlerer Landweg,Stadtbus,Bus,"221,330,530",53.49883999999956,10.134210000000206
Rungedamm (Nord),Stadtbus,Bus,"230,430",53.5001925698026,10.106670695745912
S Mittlerer Landweg,Stadtbus,Bus,"221,230,321,330,430,530",53.49732999999957,10.131940000000206
Rungedamm (Ost),Stadtbus,Bus,"230,321,430,530",53.493569999999565,10.126810000000201
Am Gleisdreieck,Stadtbus,Bus,"230,321,430,530",53.49531999999958,10.128910000000202
Mittlerer Landweg (Süd),Stadtbus,Bus,321,53.48884659715209,10.11906067360539
Moorfleeter Deich (Ost),Stadtbus,Bus,"321,530",53.485349999999606,10.11581000000019
Pumpwerk Allermöhe,Stadtbus,Bus,321,53.48201437660965,10.117708118392166
Allermöher Deich 75,Stadtbus,Bus,321,53.482946155798494,10.12306141634315
Allermöher Kirche,Stadtbus,Bus,321,53.48215999999959,10.1288600000002
Allermöher Deich 187,Stadtbus,Bus,321,53.47538679772401,10.141370656103637
See Hinterm Horn,Stadtbus,Bus,321,53.474785204469164,10.15843112158069
Hans-Duncker-Straße (Nord),Stadtbus,Bus,"230,530",53.492629916584306,10.118623904770313
Fockenweide,"Nachtbus, Stadtbus",Bus,"221,234,N610",53.49047609860659,10.178681200111676
Friedrich-Frank-Bogen (Mitte),"Nachtbus, Stadtbus",Bus,"221,234,N610",53.49167999999948,10.17788000000025
Friedrich-Frank-Bogen (Nord),"Nachtbus, Stadtbus",Bus,"221,234,N610",53.494112209426234,10.179675984661237
Billwerder Billdeich (Ost),"Nachtbus, Stadtbus",Bus,"134,221,234,534,N610",53.49583610996911,10.179948378575542
Bojeweg,Stadtbus,Bus,221,53.50085999999946,10.174560000000247
Bojendamm,Stadtbus,Bus,221,53.502679999999486,10.170710000000241
Boberger Furtweg,Stadtbus,Bus,221,53.50639002931856,10.164035383226206
Billwerder Billdeich 356,Stadtbus,Bus,221,53.50250578294954,10.153917633056428
Billwerder Billdeich 318,Stadtbus,Bus,221,53.50121604021872,10.147850329574018
Billbrookdeich (Ost),Stadtbus,Bus,330,53.53045528908087,10.111916950463481
Rotenbrückenweg,Stadtbus,Bus,330,53.530915410727445,10.1159965668633
Allermöher Deich 355,Stadtbus,Bus,321,53.47249574446073,10.162531648236119
Allermöher Deich 365,Stadtbus,Bus,321,53.472473296889774,10.164835320077156
S Nettelnburg,"Nachtbus, Stadtbus",Bus,"221,234,235,534,N610",53.488328354055156,10.18312004065472
Hans-Duncker-Straße (Mitte),Stadtbus,Bus,"230,530",53.49049049987349,10.115507508107084
Wilhelm-Iwan-Ring,Stadtbus,Bus,230,53.4910781458126,10.10931781675892
Rungedamm (Mitte),Stadtbus,Bus,"230,430",53.49887466898273,10.110305587350222
Werner-Witt-Straße (Süd),Stadtbus,Bus,230,53.49372240736965,10.106591156636947
Werner-Witt-Straße (Nord),Stadtbus,Bus,"230,430",53.49646431093831,10.112094938543027
Billstieg (Kehre),Stadtbus,Bus,"430,432",53.533734787819135,10.109549659023736
Hermann-Wüsthof-Ring (Ost),Stadtbus,Bus,230,53.49311798957051,10.109627556232425
Herbert-Pardo-Weg,"Metrobus, Nachtbus, Stadtbus",Bus,"329,M12,N629",53.48477999999953,10.152390000000224
Adolf-Köster-Damm,"Metrobus, Nachtbus, Stadtbus",Bus,"329,M12,N629",53.48541409262574,10.146963452876568
Otto-Grot-Straße,"Metrobus, Nachtbus, Stadtbus",Bus,"329,M12,N629",53.4886735286913,10.147553569195058
Karl-Rüther-Stieg,"Metrobus, Nachtbus, Stadtbus",Bus,"329,M12,N629",53.48965999999952,10.154030000000224
Sophie-Schoop-Weg,"Nachtbus, Stadtbus",Bus,"335,N629",53.48924594895493,10.164905124434696
Auf der Bojewiese,Stadtbus,Bus,221,53.49774069870456,10.176977651596367
Berufsschulzentrum Bergedorf,Stadtbus,Bus,"134,534",53.49167879019159,10.182633931899241
S Allermöhe,"Metrobus, Nachtbus, Stadtbus",Bus,"329,335,M12,N629",53.489819999999526,10.15850000000023
Fritz-Lindemann-Weg,Stadtbus,Bus,"234,534",53.509729999999436,10.185430000000258
Unterer Landweg (Nord),Stadtbus,Bus,"330,430,432",53.52622999999962,10.110550000000186
Bredowstraße (Ost),Stadtbus,Bus,230,53.519764531519996,10.095273309045874
S Billwerder-Moorfleet,Stadtbus,Bus,"230,430,432",53.51646999999963,10.095710000000176
IKEA Moorfleet,Stadtbus,Bus,432,53.511117220657944,10.096654821462202
Billwerder Ring (Ost),Stadtbus,Bus,"230,430,530",53.49435482615549,10.121663072065095
Hermann-Wüsthof-Ring (West),Stadtbus,Bus,"230,430",53.49768253649639,10.102146404294723
Rungedamm (West),Stadtbus,Bus,"230,430",53.497589999999654,10.096530000000174
Gewerbegebiet Moorfleet,Stadtbus,Bus,"230,430",53.50269792599205,10.090881287302132
Porgesring,Stadtbus,Bus,230,53.52170803938415,10.097831141770754
Pinkertweg (Ost),Stadtbus,Bus,"230,430,432",53.52164653873019,10.10382561154171
Moorfleeter Deich 380,Stadtbus,Bus,530,53.49194568587052,10.092452618299442
Moorfleeter Deich 427,Stadtbus,Bus,530,53.487625136869696,10.09494796136095
U Steinfurther Allee,"Nachtbus, Stadtbus",Bus,"133,233,333,432,733,N619",53.54120749871505,10.139406552632108
Reclamstraße,"Metrobus, Nachtbus, Stadtbus",Bus,"133,330,M12,M29,N609,N619",53.538612144922645,10.11014071839755
Öjendorfer Steinkamp,"Nachtbus, Stadtbus",Bus,"133,N619",53.539759999999596,10.133210000000204
Oberschleems,"Nachtbus, Stadtbus",Bus,"133,N619",53.53819999999961,10.119470000000193
U Merkenstraße,"Nachtbus, Stadtbus",Bus,"133,432,N619",53.538789999999594,10.127300000000199
Rahewinkel,Stadtbus,Bus,233,53.52275999999953,10.154890000000226
Schlangenkoppel,"Nachtbus, Stadtbus",Bus,"133,233,333,733,N619",53.542559999999554,10.140480000000212
"Oststeinbek, Willinghusener Weg","Nachtbus, Stadtbus",Bus,"133,233,333,733,N619",53.542839999999536,10.152280000000223
Haseneck,"Metrobus, Nachtbus",Bus,"M12,N609",53.52993148561453,10.136781387562218
An der Schleemer Mühle,"Metrobus, Nachtbus",Bus,"M12,N609",53.537577603674556,10.115371833251329
Mehrenskamp,"Metrobus, Nachtbus",Bus,"M12,N609",53.534249999999595,10.121880000000198
Steinbeker Marktstraße,"Metrobus, Nachtbus",Bus,"M12,N609",53.5324183555964,10.127738956755389
Kirchsteinbek,"Metrobus, Nachtbus",Bus,"M12,M29,N609,N610",53.52985999999958,10.129140000000202
Schule Mümmelmannsberg,"Metrobus, Nachtbus",Bus,"M12,N609",53.529882712807556,10.139240063146078
Max-Klinger-Straße,"Metrobus, Nachtbus",Bus,"M12,N609",53.52980999999954,10.144270000000217
Feiningerstraße,"Metrobus, Nachtbus",Bus,"M12,N609",53.529759999999534,10.148820000000223
U Mümmelmannsberg,"Metrobus, Nachtbus, Stadtbus",Bus,"134,233,332,534,M12,M29,N609,N610",53.526973344696195,10.149869681302448
Steinbeker Grenzdamm,"Metrobus, Nachtbus, Stadtbus",Bus,"134,233,332,534,M12,M29,N609,N610",53.52416999999953,10.149970000000224
Boberger Drift,"Metrobus, Nachtbus, Stadtbus",Bus,"332,534,M12,N609",53.51344678354143,10.171744388232906
Rudorffweg,"Metrobus, Nachtbus, Stadtbus",Bus,"332,534,M12,N609",53.51243723801866,10.178493704491158
Mendelstraße,"Metrobus, Nachtbus, Stadtbus",Bus,"234,332,534,M12,N609",53.511454071515885,10.186942015300195
Haempten,"Metrobus, Nachtbus, Stadtbus",Bus,"234,332,M12,N609",53.511749999999424,10.192510000000265
Am Langberg,"Metrobus, Nachtbus, Stadtbus",Bus,"534,M12,N609",53.515999999999515,10.157870000000232
Münterweg,"Metrobus, Nachtbus",Bus,"M29,N610",53.52743999999953,10.144470000000217
Billstedter Mühlenweg,"Metrobus, Nachtbus, Stadtbus",Bus,"330,M29,N610",53.53332999999963,10.11535000000019
Frobeniusweg,"Metrobus, Nachtbus, Stadtbus",Bus,"330,M29,N610",53.5370399999996,10.108660000000183
Grandkoppelstieg,Stadtbus,Bus,"234,534",53.505993503975866,10.191843805956351
Schulenburgring,Stadtbus,Bus,"234,534",53.50790999999944,10.187510000000259
Richard-Linde-Weg,"Nachtbus, Stadtbus",Bus,"134,234,534,N610",53.501569999999425,10.18796000000026
Havighorster Redder (West),"Metrobus, Nachtbus",Bus,"M29,N610",53.52741999999955,10.135910000000207
Moosberg (Pflegezentrum),"Nachtbus, Stadtbus",Bus,"134,234,534,N610",53.49804999999945,10.182120000000253
Lohkamp,"Metrobus, Nachtbus",Bus,"M29,N610",53.5312799999996,10.122720000000196
Schulredder,"Metrobus, Nachtbus, Stadtbus",Bus,"534,M12,N609",53.51430644562336,10.163713076034067
Strietkoppel,Stadtbus,Bus,332,53.52858036752292,10.15381044847989
Am Mühlenbach,Stadtbus,Bus,332,53.53102653883085,10.154317719315529
Sonnenland,Stadtbus,Bus,432,53.53703999999955,10.135520000000206
Oststeinbeker Weg (Mitte),Stadtbus,Bus,432,53.538523656212035,10.140189411444414
Oststeinbeker Weg (West),Stadtbus,Bus,432,53.53565999999959,10.131190000000204
Schleemer Weg (Nord),Stadtbus,Bus,432,53.542449999999604,10.114690000000188
Liebezeitstraße,Stadtbus,Bus,432,53.542979999999595,10.118870000000191
Kandinskyallee (Nord),Stadtbus,Bus,332,53.53294543324944,10.150910345253276
Fünfhausen (Durchdeich),Stadtbus,Bus,"122,124,127,222,224,422",53.44435191091806,10.127577197835473
Fünfhausen,Stadtbus,Bus,"122,127,222,322,422",53.44474999999956,10.131410000000207
Schule Fünfhausen,Stadtbus,Bus,"122,127,222,322,422",53.44834770403367,10.133355386394339
Durchdeich (Polizei),Stadtbus,Bus,"122,127,222,322,422",53.45318426297803,10.13752479707485
Heinrich-Osterath-Straße 241,Stadtbus,Bus,"122,222,322,422",53.4562890425781,10.141524990692345
Wulffsbrücke,Stadtbus,Bus,"122,222,322,422",53.45930855465722,10.136449771367625
Reitbrooker Hinterdeich,Stadtbus,Bus,"122,222,322",53.461209999999554,10.139400000000212
Ochsenwerder Norderdeich 320,Stadtbus,Bus,422,53.46150743047319,10.130139092281365
Alte Schule Reitbrook,Stadtbus,Bus,"122,222,322",53.46796999999953,10.148540000000224
Vorderdeich 119,Stadtbus,Bus,"122,222",53.469159999996045,10.152319999999676
Vorderdeich 75,Stadtbus,Bus,"122,222",53.46878055207678,10.159796148821675
Reitbrooker Mühle,Stadtbus,Bus,"122,222",53.467586718522796,10.171363675619615
Reitbrooker Mühlenbrücke,Stadtbus,Bus,"122,222",53.468229208105484,10.17585485276926
Nettelnburger Landweg (Süd),Stadtbus,Bus,"122,222,321",53.47117678429941,10.174560398028948
BAB-Auffahrt Nettelnburg,Stadtbus,Bus,"122,222,321",53.47560247623446,10.177440459073766
Allermöher Werftstegel,Stadtbus,Bus,321,53.471649999999485,10.172450000000245
Wehrdeich,Stadtbus,Bus,235,53.48636999999943,10.189520000000263
Kienenhagen,Stadtbus,Bus,235,53.48408999999943,10.188630000000263
Heulandhagen,Stadtbus,Bus,235,53.48058999999945,10.187300000000262
Katendeich,"Nachtbus, Stadtbus",Bus,"235,329,335,N629",53.47684999999943,10.191750000000265
Nettelnburger Straße,"Nachtbus, Stadtbus",Bus,"227,235,329,335,N629",53.476289999999416,10.195950000000272
Krapphofschleuse,Stadtbus,Bus,227,53.46814436823381,10.189510744966217
Schleusendamm,Stadtbus,Bus,"227,323,427",53.465169999999425,10.189730000000264
Curslacker Brückendamm,Stadtbus,Bus,"124,223,224,227,323,427",53.46294191029278,10.199345209556308
Kirchwerder Landweg 70,Stadtbus,Bus,"124,223,224,323",53.45750575025806,10.19164263603173
Kirchwerder Landweg 182,Stadtbus,Bus,"124,223,224,323",53.44928141844466,10.180351474937735
Neuengammer Hinterdeich,Stadtbus,Bus,"124,223,224,323",53.44666999999947,10.176760000000252
Heinrich-Osterath-Straße (Ost),Stadtbus,Bus,"124,127,223,224,322,323",53.44404999999949,10.173610000000247
Am Pavillon,Stadtbus,Bus,345,53.43387364534315,9.968813361711014
Kirchwerder Hausdeich (West),Stadtbus,Bus,"124,127,224,322,323",53.440819041797525,10.184049749474466
Spritzenhaus,Stadtbus,Bus,"124,127,224,322,323",53.437278309005485,10.187552136237592
Hilda-Monte-Weg,"Nachtbus, Stadtbus",Bus,"134,234,329,335,N629",53.48231999999948,10.170350000000242
Marschbahndamm,Stadtbus,Bus,"223,323",53.42863322100951,10.154435083700756
Howe,Stadtbus,Bus,"124,223,224,322,323",53.42007999999953,10.148350000000223
Heinrich-Osterath-Straße (Mitte),Stadtbus,Bus,"127,322",53.45514762712049,10.148810574279127
Seefelder Fischteiche,Stadtbus,Bus,"127,322",53.45104202308198,10.15716518344814
Alte Schule Seefeld,Stadtbus,Bus,"127,322",53.44400151465487,10.164306881414772
Fersenweg,Stadtbus,Bus,"223,323",53.4329699999995,10.158270000000234
Siedfeld,Stadtbus,Bus,"124,224,322",53.43396839480766,10.130272028082624
