stop_name,stop_type,transit_type,lines,latitude,longitude
Kirchdorf (Süd),"Metrobus, Stadtbus",Bus,"155,355,M13",53.48447923421889,10.019122496022437
Moorwerder Osterdeich,Stadtbus,Bus,351,53.46781973334136,10.060588334277258
Moorwerder Mühle,Stadtbus,Bus,351,53.470367941380715,10.060517271692534
Moorwerder Norderdeich (Ost),Stadtbus,Bus,351,53.473559405266656,10.060303342998523
Moorwerder Norderdeich (Fußweg),Stadtbus,Bus,351,53.47615005788641,10.058458692753023
Bauernstegel,Stadtbus,Bus,351,53.47955416554998,10.054663590398588
Einlagedeich,Stadtbus,Bus,351,53.47961643098695,10.045582163236933
Goetjensorter Deich,Stadtbus,Bus,351,53.49059349826387,10.04813460518895
Hohe Schaar,Stadtbus,Bus,153,53.4803799999998,9.981470000000101
Eversween (Süd),Stadtbus,Bus,153,53.48409642523956,9.979377296572663
Eversween (Mitte),Stadtbus,Bus,153,53.489105890073596,9.978591156360707
Eversween (Nord),Stadtbus,Bus,153,53.49694269508507,9.975972762295598
Rethebrücke (Süd),Stadtbus,Bus,153,53.50217325353756,9.967822439621463
Kattwykdamm,Stadtbus,Bus,153,53.49314331475621,9.975482633598684
Haulander Weg,Stadtbus,Bus,154,53.488423268464274,9.990006924072066
Blumensand,Stadtbus,Bus,252,53.501806006357896,9.96621276121238
Rethehöft,Stadtbus,Bus,252,53.50348810596086,9.956251157316151
Burgweide,Stadtbus,Bus,"155,355",53.48659397929363,10.022822568505314
Stübenhofer Wettern,Stadtbus,Bus,"155,355",53.485222193481725,10.024105164568278
Dahlgrünring,Stadtbus,Bus,"152,155,355",53.483426135584324,10.018626823522071
Auf der Hohen Schaar,Stadtbus,Bus,153,53.49753737896134,9.963487455504449
Hohe-Schaar-Kamp,Stadtbus,Bus,153,53.49647999999979,9.970360000000095
Bf. Wandsbek,"Metrobus, Nachtbus, Stadtbus",Bus,"162,261,263,M10,N618",53.570379999999695,10.07750000000016
Gustav-Adolf-Straße,"Metrobus, Nachtbus, Stadtbus",Bus,"162,261,263,M10,N618",53.57111999999968,10.082400000000161
Bf. Hasselbrook,Stadtbus,Bus,116,53.56556999999971,10.05729000000015
Hammer Straße,Stadtbus,Bus,116,53.56889787745988,10.061617666805056
Wendemuthstraße,"Metrobus, Nachtbus, Stadtbus",Bus,"116,M8,M9,N608",53.57462722549835,10.07479487080695
Hogrevestraße,"Metrobus, Stadtbus",Bus,"116,M8",53.5768110479739,10.072792304720823
Wagnerstraße,Metrobus,Bus,M16,53.57010619754611,10.040038259567924
Josephstraße,Metrobus,Bus,M11,53.57279054347677,10.079505545511129
U Wartenau,"Metrobus, Nachtbus",Bus,"M16,M25,N608",53.56417999999975,10.03452000000013
Maxstraße,"Metrobus, Stadtbus",Bus,"261,M16",53.57085999999973,10.04835000000014
Seumestraße,Metrobus,Bus,M16,53.5726899999997,10.053970000000142
S Friedrichsberg,Metrobus,Bus,"M16,M23",53.57605999999972,10.058410000000144
Krausestraße,"Metrobus, Nachtbus, Stadtbus",Bus,"171,M16,M23,N600",53.58009353916157,10.05718996689504
Straßburger Platz,"Metrobus, Nachtbus, Stadtbus",Bus,"171,M16,M23,N600",53.58106067667841,10.062239766216944
U Straßburger Straße,"Metrobus, Nachtbus, Stadtbus",Bus,"171,M16,M23,M28,N600",53.582390680655244,10.067691034797244
U Alter Teichweg,Metrobus,Bus,M28,53.586539999999694,10.064710000000149
Wandsbeker Allee,"Metrobus, Nachtbus",Bus,"M23,M28,N600",53.57926724129597,10.06974774274976
Schön Klinik Eilbek,Stadtbus,Bus,171,53.57864999999974,10.049340000000141
Uferstraße,"Metrobus, Stadtbus",Bus,"172,M25",53.56712537619224,10.030935693319588
Auenstraße,Stadtbus,Bus,213,53.5724155550587,10.050673771245433
Kantstraße,Stadtbus,Bus,"213,261",53.56972261062397,10.052993045698237
Bartholomäus-Therme,Metrobus,Bus,M18,53.577645318056035,10.027543414886308
Richardstraße,Metrobus,Bus,M16,53.56836990426156,10.038988153636556
Pinkertweg 12,Stadtbus,Bus,230,53.52679870022164,10.089651393857547
Pinkertweg (Mitte),Stadtbus,Bus,"230,260",53.52631999999965,10.092870000000172
Hasencleverstraße,"Metrobus, Nachtbus, Stadtbus",Bus,"213,261,M23,N600,N609",53.55097189867735,10.088433955182822
Liebigstraße (Mitte),Stadtbus,Bus,"119,230,260",53.53248999999964,10.096220000000176
Berzeliusstraße (Mitte),Stadtbus,Bus,"119,230",53.53412999999963,10.097270000000176
Moorfleeter Straße (Nord),Stadtbus,Bus,"119,230,430,432",53.536089999999646,10.098510000000175
Schiffbeker Höhe,"Metrobus, Nachtbus, Stadtbus",Bus,"461,M23,M27,M29,N609",53.54760999999962,10.107160000000183
U Billstedt,"Metrobus, Nachtbus, Stadtbus",Bus,"116,119,133,213,230,330,430,432,461,M12,M23,M27,M29,N609,N619",53.54218999999962,10.106540000000182
Querkamp,"Metrobus, Nachtbus, Stadtbus",Bus,"261,M23,N600,N609",53.55088999999966,10.095730000000177
Sandkamp,"Metrobus, Nachtbus, Stadtbus",Bus,"261,M23,N600,N609",53.554069999999655,10.08989000000017
Dannerallee,Stadtbus,Bus,161,53.559049999999615,10.108650000000186
Böcklerstraße,"Nachtbus, Stadtbus",Bus,"161,261,N600",53.56343999999964,10.107710000000184
Gymnasium Marienthal,Stadtbus,Bus,261,53.566901015812974,10.106916787544936
Am Elisabethgehölz,Stadtbus,Bus,116,53.557446071211764,10.061934436399756
Eekholtesweg,Stadtbus,Bus,"160,260",53.541470200871025,10.083657195992675
Blaue Brücke,Stadtbus,Bus,"160,260",53.538590874464056,10.083768467617531
Wöhlerstraße,Stadtbus,Bus,"119,160,260",53.53605324092557,10.08300446288377
Berzeliusstraße (West),Stadtbus,Bus,119,53.5359006483732,10.087443140101557
Liebigstraße 30,Stadtbus,Bus,"119,260",53.533910717647764,10.088081108005385
Moorfleeter Straße (Mitte),Stadtbus,Bus,"119,230,260",53.529719999999664,10.094550000000174
Werner-Siemens-Straße 34,Stadtbus,Bus,119,53.53070626391364,10.089149543080024
Werner-Siemens-Straße 20,Stadtbus,Bus,119,53.53143480378491,10.085233290863432
Grusonstraße,Stadtbus,Bus,"119,260",53.53194999999967,10.080840000000162
Feuerwehrakademie Hamburg,Stadtbus,Bus,"230,260",53.526676471215374,10.079643771409238
Bredowstraße (Mitte),Stadtbus,Bus,"230,260",53.52429233256527,10.083800425031923
Moorfleeter Straße (Süd),Stadtbus,Bus,"230,260",53.52234999999966,10.088840000000168
Kraftwerk Tiefstack,"Metrobus, Nachtbus, Stadtbus",Bus,"119,120,122,124,224,M3,N602",53.52642707938161,10.069503662661806
Borsigstraße (Mitte),Stadtbus,Bus,260,53.53372904662644,10.072854851869288
Spliedtring,Stadtbus,Bus,161,53.56290819650994,10.108647650307889
Öjendorfer Weg,Metrobus,Bus,M23,53.5453999999996,10.114830000000188
Friedhof Öjendorf (Südeingang),Stadtbus,Bus,461,53.55350114541671,10.128387169706942
Kirchlinden,Stadtbus,Bus,"116,119,213,230,430,432",53.541659930374315,10.101979357306721
Meriandamm,"Metrobus, Stadtbus",Bus,"461,M27,M29",53.55130999999962,10.110470000000184
Prinzenweg,"Metrobus, Stadtbus",Bus,"461,M27,M29",53.5548899999996,10.113620000000187
Manshardtstraße,"Metrobus, Stadtbus",Bus,"161,461,M27,M29",53.55733999999962,10.11578000000019
Fuchsbergredder,Metrobus,Bus,"M27,M29",53.560469757496634,10.118498626418454
Vierbergen,Stadtbus,Bus,213,53.54660276065408,10.092787061694553
Friedhof Öjendorf (Haupteingang),Stadtbus,Bus,"161,461",53.55711999999961,10.121660000000196
Friedhof Öjendorf (Feierhallen),Stadtbus,Bus,461,53.55687602069153,10.126429957656727
Friedhof Öjendorf (Süd-Ring),Stadtbus,Bus,461,53.55421603217185,10.123537013818973
Friedhof Öjendorf (Ost-Ring),Stadtbus,Bus,461,53.55603098804358,10.13193469516884
Friedhof Öjendorf (Nord-Ring),Stadtbus,Bus,461,53.55903597761228,10.125039045728315
Am Horner Moor,"Nachtbus, Stadtbus",Bus,"261,N600",53.55480151322381,10.10066211161501
Billbrookdeich,Stadtbus,Bus,160,53.53587046965859,10.07711116092557
Mühlenhagen,Stadtbus,Bus,160,53.53704999999968,10.067850000000151
Langer Hagen,Stadtbus,Bus,160,53.53577449517694,10.06576966677187
Aschenputtelstraße,Metrobus,Bus,M27,53.56248278943739,10.119710024840993
Berzeliusstraße 42,Stadtbus,Bus,119,53.534598229311015,10.094683410750143
Kroogblöcke,"Nachtbus, Stadtbus",Bus,"261,N600",53.55243772124927,10.097157719288274
Reinskamp,Stadtbus,Bus,432,53.54432946503839,10.127239937102143
Kattensteert,"Metrobus, Nachtbus, Stadtbus",Bus,"161,M23,N609",53.54958999999963,10.100620000000175
Mattkamp,Stadtbus,Bus,432,53.545831125869555,10.126489499574094
Friedhof Öjendorf (Nordeingang),Stadtbus,Bus,461,53.55840285713756,10.13131011535325
Salomon-Petri-Ring,Stadtbus,Bus,432,53.54659999999957,10.132130000000203
Öjendorfer Höhe,Stadtbus,Bus,432,53.54190999999959,10.127570000000201
Archenholzstraße (Ost),Stadtbus,Bus,432,53.544699690512324,10.125927256050792
Stengelestraße,"Metrobus, Nachtbus, Stadtbus",Bus,"261,M23,N600,N609",53.54928695483238,10.09119921754659
Georg-Blume-Straße,"Nachtbus, Stadtbus",Bus,"161,261,N600",53.561998308507874,10.101773229910272
Grüningweg,"Nachtbus, Stadtbus",Bus,"161,261,N600",53.56003672719216,10.10099712100999
Dahrendorfweg,Stadtbus,Bus,161,53.55696216582377,10.106441267368481
Horner Redder,Stadtbus,Bus,161,53.55236999999964,10.102980000000178
Rudolf-Roß-Allee (Dahrendorfweg),"Nachtbus, Stadtbus",Bus,"161,261,N600",53.55716983946869,10.103558518631116
Pinkertbrücke,Stadtbus,Bus,230,53.527502947960805,10.084701311573172
Bf. Tonndorf (Tonndorfer Hauptstraße),"Metrobus, Nachtbus",Bus,"M29,M9,N608",53.58570999999958,10.123600000000193
Gleiwitzer Bogen,Stadtbus,Bus,263,53.57055156108651,10.14110034747128
Holsteiner Tor,Stadtbus,Bus,263,53.569836261310435,10.14866462821724
Glatzer Straße,Metrobus,Bus,M10,53.57979999999954,10.144580000000216
Bekkamp,Metrobus,Bus,M10,53.57602375485148,10.143552010763596
Bekkampsweg,Metrobus,Bus,M10,53.57497505345608,10.13830720839555
Studio Hamburg,"Metrobus, Nachtbus, Stadtbus",Bus,"567,M27,M9,N608",53.586439636495314,10.125710167686185
Schimmelmannstraße (Mitte),"Metrobus, Stadtbus",Bus,"261,M11",53.57214999999964,10.10495000000018
Am Jenfelder Moor,Metrobus,Bus,M11,53.576489999999616,10.113830000000187
Albert-Schweitzer-Ring,Metrobus,Bus,M11,53.579442229733246,10.12311972140949
Bf. Tonndorf,"Metrobus, Nachtbus, Stadtbus",Bus,"167,567,M27,M29,M9,N608",53.58643359978656,10.122468397871106
Wilsonstraße,"Metrobus, Nachtbus, Stadtbus",Bus,"567,M27,M9,N608",53.58796569015065,10.129526470500728
Am Pulverhof,"Metrobus, Nachtbus",Bus,"M9,N608",53.592809999999574,10.137360000000207
Loher Straße,"Metrobus, Nachtbus",Bus,"M9,N608",53.593999557491436,10.145042668362446
Wilhelm-Grimm-Straße,"Metrobus, Nachtbus, Stadtbus",Bus,"562,M9,N608",53.60017999999952,10.156180000000226
Pflegezentrum Holstenhof,Metrobus,Bus,M27,53.56864028597848,10.12329942332931
Rübezahlstraße,Metrobus,Bus,M27,53.56504189741564,10.121250943999664
Paracelsusstraße,Metrobus,Bus,M27,53.597638294503405,10.131867941987442
Nordmarkstraße,"Metrobus, Nachtbus",Bus,"M9,N608",53.58209999999962,10.110530000000185
Stemmeshay,Metrobus,Bus,M27,53.59174999999959,10.130760000000203
Friedhof Tonndorf,"Metrobus, Nachtbus",Bus,"M9,N608",53.583159999999616,10.114510000000188
Kielmannseggstraße,Stadtbus,Bus,261,53.57299999999967,10.09194000000017
Luetkensallee,Stadtbus,Bus,261,53.57398083104847,10.097205866786547
Sonnenweg (Mitte),Stadtbus,Bus,"167,567",53.590512954327274,10.123305628891334
Rehkoppel,Metrobus,Bus,M29,53.56032279691305,10.119899626690678
Rispengrasweg,Metrobus,Bus,M29,53.5608999999996,10.1266300000002
Fuchsbergweg,Metrobus,Bus,M29,53.56236999999957,10.132490000000208
Hans-Rubbert-Straße,Metrobus,Bus,M29,53.56540999999959,10.132590000000205
Am Neumarkt 63,Metrobus,Bus,M11,53.57570999999964,10.096920000000173
Kaskadenpark,Stadtbus,Bus,162,53.58162052093579,10.132161484584502
Martensallee,"Metrobus, Nachtbus",Bus,"M9,N608",53.590474056659005,10.13377598583152
Werner-Otto-Straße (Mitte),Metrobus,Bus,M8,53.59937556393195,10.070233387225983
Gladowstraße,"Metrobus, Stadtbus",Bus,"116,M8",53.579459999999685,10.073360000000156
Walddörferstraße,"Metrobus, Stadtbus",Bus,"116,M8",53.57977999999969,10.081300000000162
Friedrich-Ebert-Damm (West),"Metrobus, Stadtbus",Bus,"171,M16,M8",53.584798646947,10.078537297112458
Tilsiter Straße,Metrobus,Bus,M8,53.58882089928648,10.078523289264686
U Wandsbek-Gartenstadt,"Metrobus, Stadtbus",Bus,"118,M8",53.59198999999969,10.07610000000016
Haldesdorfer Straße,Metrobus,Bus,M8,53.59741999999968,10.071710000000154
Werner-Otto-Straße,Metrobus,Bus,"M18,M8",53.60128079530426,10.06876142050449
Rahnstraße,Metrobus,Bus,"M18,M8",53.6048999999997,10.070600000000153
Steilshooper Allee,"Metrobus, Nachtbus, Stadtbus",Bus,"118,M17,M18,M26,M8,N617",53.60872206905924,10.072545159171598
Bramfelder Dorfplatz,"Metrobus, Nachtbus",Bus,"M17,M18,M8,N617",53.614903406139966,10.076276178556126
Berner Chaussee,"Metrobus, Nachtbus",Bus,"M17,M18,M8,N617",53.61893294479216,10.080278774164148
Heukoppel,"Metrobus, Stadtbus",Bus,"118,M18,M8",53.611366172935476,10.080339999958468
Ellernreihe,Stadtbus,Bus,118,53.60615999999968,10.08129000000016
Karl-Müller-Ring,Stadtbus,Bus,118,53.60276999999968,10.078350000000158
Hegholt,Stadtbus,Bus,118,53.600589999999684,10.079540000000161
Carl-Bremer-Ring,Stadtbus,Bus,118,53.603189999999664,10.084880000000162
Turnierstieg,Stadtbus,Bus,118,53.599889999999654,10.09139000000017
Barmwisch,Stadtbus,Bus,118,53.59660999999964,10.09178000000017
Voßkulen,Stadtbus,Bus,118,53.59414999999966,10.086060000000163
Rauschener Ring,Stadtbus,Bus,118,53.59448319139528,10.081762679163575
Tilsiter Straße (Mitte),Stadtbus,Bus,118,53.59037999999967,10.083030000000164
Eulenkamp,"Metrobus, Stadtbus",Bus,"171,M16",53.583282252397666,10.072250256320226
Stephanstraße,"Metrobus, Stadtbus",Bus,"171,M16",53.5862101820159,10.085465404539447
Helbingtwiete,"Metrobus, Stadtbus",Bus,"171,M16",53.58773874905261,10.092865152362375
Am Stadtrand,"Metrobus, Stadtbus",Bus,"171,M16",53.58895674897384,10.098807649346838
Sylter Weg,"Metrobus, Stadtbus",Bus,"171,M16",53.59022999999963,10.10477000000018
Rentenversicherung Nord,"Metrobus, Stadtbus",Bus,"171,M16",53.592198409692344,10.108671302428192
Ebeersreye,"Metrobus, Stadtbus",Bus,"171,M16",53.595279999999626,10.11471000000019
Pulverhofsweg,"Metrobus, Stadtbus",Bus,"167,567,M16",53.59855319087915,10.124235188935735
Rahlstedter Weg (Mitte),"Metrobus, Nachtbus, Stadtbus",Bus,"167,168,368,M26,M27,N617",53.602682206740255,10.127701665030141
U Farmsen,"Metrobus, Nachtbus, Stadtbus",Bus,"167,168,171,368,567,M26,M27,N617",53.60709872122517,10.117484571014945
Berufsförderungswerk Hamburg,"Metrobus, Nachtbus, Stadtbus",Bus,"168,M27,N617",53.611626475218195,10.115581176019358
Pflegezentrum Farmsen,"Metrobus, Nachtbus, Stadtbus",Bus,"168,M27,N617",53.612945916620696,10.115149622536673
Neusurenland,"Metrobus, Nachtbus, Stadtbus",Bus,"168,171,368,M27,N617",53.61636999999961,10.113540000000187
Stuhtsweg,"Metrobus, Stadtbus",Bus,"171,M27",53.619726633953896,10.112514292831547
Hermelinweg,"Nachtbus, Stadtbus",Bus,"168,368,N617",53.6161547659163,10.122302272291034
Berner Heerweg,"Nachtbus, Stadtbus",Bus,"168,368,N617",53.618364994866525,10.124578646894294
Busbrookhöhe,"Nachtbus, Stadtbus",Bus,"168,368,N617",53.62206999999959,10.1304500000002
Zamenhofweg,Stadtbus,Bus,167,53.62257916703086,10.133925619473503
Greifenberger Straße,"Nachtbus, Stadtbus",Bus,"167,N617",53.616703132569754,10.13562544343731
Treptower Straße,"Nachtbus, Stadtbus",Bus,"167,N617",53.61336186877926,10.136204513364996
Alter Zollweg,"Metrobus, Nachtbus, Stadtbus",Bus,"167,168,368,M16,N617",53.607949999999555,10.13730000000021
Timmendorfer Straße,"Metrobus, Nachtbus, Stadtbus",Bus,"167,168,368,M16,N617",53.603845128313104,10.13095829383576
Scharbeutzer Straße,Metrobus,Bus,M26,53.599879999999565,10.132480000000202
Kohövedstraße,Metrobus,Bus,M16,53.60874460210302,10.144200630555018
Birkenallee,Metrobus,Bus,M26,53.60014999999957,10.138570000000207
Holzmühlenstraße,"Metrobus, Nachtbus",Bus,"M9,N608",53.5767529246592,10.082868291489715
Eichtalstraße,"Metrobus, Nachtbus",Bus,"M9,N608",53.577948840194715,10.089151843073779
Kurfürstenstraße,"Metrobus, Nachtbus",Bus,"M9,N608",53.57911113204071,10.097009870170952
Ölmühlenweg (Süd),"Metrobus, Nachtbus",Bus,"M9,N608",53.580049999999645,10.102300000000177
Birtstraße,Metrobus,Bus,M11,53.575412861219974,10.09227282329095
Ziethenstraße,Metrobus,Bus,M11,53.57679740076233,10.102535654019466
Heinrich-Helbing-Straße,Metrobus,Bus,M18,53.59401999999971,10.05963000000015
Bauernrosenweg,Metrobus,Bus,M18,53.59817377893012,10.065512436326
Karlshöhe,"Metrobus, Nachtbus, Stadtbus",Bus,"171,M17,M27,N617",53.62356999999961,10.110970000000185
Kedenburgstraße,Metrobus,Bus,M11,53.57510999999966,10.088360000000169
Tegelweg,"Metrobus, Stadtbus",Bus,"167,M26",53.605889999999626,10.106700000000183
Haldesdorfer Straße (Nord),Metrobus,Bus,M26,53.60740999999967,10.089350000000167
Angerburger Straße,Stadtbus,Bus,118,53.59139999999967,10.087730000000168
Swebenhöhe,Stadtbus,Bus,"171,368",53.60938999999961,10.108710000000181
Rönkkoppel,Stadtbus,Bus,"171,368",53.61276999999962,10.107620000000184
Bullenkoppel,Stadtbus,Bus,118,53.59543985754005,10.092219913995685
Am Dornberg,Stadtbus,Bus,167,53.601718831016235,10.108152156502706
Eckerwiese,Stadtbus,Bus,167,53.599159999999614,10.108850000000183
Friedrich-Ebert-Damm (Nord),Stadtbus,Bus,167,53.59965043990682,10.113352224592097
Gyula-Trebitsch-Schule,Stadtbus,Bus,"167,567",53.59422312414337,10.121794758198517
Iversstraße,Stadtbus,Bus,116,53.58161999999964,10.093280000000169
Ölmühlenweg (Nord),Stadtbus,Bus,116,53.584609999999635,10.100510000000176
Marner Straße,Stadtbus,Bus,116,53.586779999999635,10.103920000000178
Herthastraße,"Metrobus, Nachtbus, Stadtbus",Bus,"118,M17,M18,M8,N617",53.61146502794555,10.074132813762038
Bramfelder Dorfplatz (Heukoppel),"Metrobus, Stadtbus",Bus,"118,M18,M8",53.61400333752309,10.0766235113487
Emmauskirche,Stadtbus,Bus,116,53.589469999999615,10.107580000000182
Dernauer Straße,Stadtbus,Bus,116,53.580578919620706,10.085885114142384
Am Hohen Hause (Rentenversicherung),Stadtbus,Bus,116,53.59278637601238,10.110293615696923
Lürade,Stadtbus,Bus,4200,53.42531999999987,9.930790000000078
Lürader Weg,Stadtbus,Bus,4200,53.42154999999986,9.929740000000077
Großlohe,"Metrobus, Nachtbus, Stadtbus",Bus,"263,362,M26,N608",53.60222171097117,10.181619257744119
Hoffmannstieg,"Metrobus, Nachtbus, Stadtbus",Bus,"264,362,364,M26,N608",53.60329999999946,10.17980000000025
Prehnsweg,"Metrobus, Nachtbus, Stadtbus",Bus,"264,362,364,M26,N608",53.604519999999475,10.175510000000244
Heckende,"Metrobus, Stadtbus",Bus,"462,M29",53.60697999999948,10.173560000000244
Schweriner Straße,"Metrobus, Nachtbus, Stadtbus",Bus,"264,362,364,462,562,M26,M29,N608",53.60502087615063,10.162187850475775
Seniorensitz Am Hegen,Stadtbus,Bus,562,53.59288633962076,10.171197657188209
Schimmelreiterweg,Stadtbus,Bus,562,53.590669999999456,10.178320000000248
Waldwinkel,Stadtbus,Bus,562,53.59208480720237,10.173606477182199
Am Ohlendorffturm,"Metrobus, Stadtbus",Bus,"562,M29",53.59529999999949,10.167880000000235
Theodor-Storm-Straße,Stadtbus,Bus,162,53.59330999999952,10.160790000000231
Amtsstraße,"Metrobus, Stadtbus",Bus,"162,562,M29",53.596299999999495,10.163350000000232
Buchwaldstraße,"Metrobus, Stadtbus",Bus,"162,M29",53.59933999999949,10.162680000000233
Altes Rathaus Rahlstedt,"Metrobus, Stadtbus",Bus,"162,562,M29",53.60238668215933,10.158814562490216
Heinrich-Schulz-Weg,Stadtbus,Bus,362,53.59871144394188,10.180095864513746
Immenseeweg,Metrobus,Bus,M29,53.59437999999948,10.174780000000245
Brunskamp,Metrobus,Bus,M29,53.5938292826192,10.181364138617376
Pahlblöckensstieg,"Metrobus, Stadtbus",Bus,"462,M29",53.60643985160212,10.168943118610192
Rahlstedt Center,"Metrobus, Stadtbus",Bus,"264,364,562,M29",53.6042399999995,10.158780000000226
Liliencronpark,Metrobus,Bus,M26,53.60072122393215,10.15283221528479
U Meiendorfer Weg,Metrobus,Bus,M24,53.63920999999952,10.156760000000226
Bargkoppelweg,"Nachtbus, Stadtbus",Bus,"275,N617",53.625615466434816,10.160649388509999
Bf. Rahlstedt (Doberaner Weg),"Metrobus, Stadtbus",Bus,"168,275,368,M16,M24",53.60488999999952,10.153610000000224
Haffkruger Weg,Metrobus,Bus,M16,53.60907987955697,10.150216516804425
Bf. Rahlstedt (Amtsstraße),"Metrobus, Nachtbus, Stadtbus",Bus,"162,264,362,364,462,562,M26,M29,M9,N608",53.603862838398165,10.153579073793813
Bargteheider Straße,"Metrobus, Stadtbus",Bus,"168,275,368,M24",53.614119999999524,10.155820000000228
Eichwischen,Stadtbus,Bus,562,53.614669999999485,10.171050000000239
Eichberg,Stadtbus,Bus,562,53.61294999999948,10.164940000000232
Gerstenwiese,"Metrobus, Nachtbus",Bus,"M24,N617",53.619856088890614,10.16237975722719
Saseler Straße,"Metrobus, Nachtbus",Bus,"M24,N617",53.6223899999995,10.165690000000234
Wildschwanbrook,"Metrobus, Nachtbus, Stadtbus",Bus,"275,M24,N617",53.626549999999504,10.168560000000237
Wildschwanbrook (Mitte),"Metrobus, Nachtbus, Stadtbus",Bus,"275,M24,N617",53.62882774669826,10.175097573954671
Hellmesbergerweg,"Metrobus, Nachtbus, Stadtbus",Bus,"275,M24,N617",53.631330619488196,10.180828491684256
Skaldenweg,"Metrobus, Nachtbus, Stadtbus",Bus,"275,M24,N617",53.633907702242254,10.178940432343774
Künnekestraße,Stadtbus,Bus,275,53.63584999999945,10.178660000000248
Von-Suppé-Straße,Metrobus,Bus,M24,53.63244999999949,10.165000000000232
Ringstraße,Metrobus,Bus,M24,53.63587999999952,10.16284000000023
Rauchschwalbenweg,Stadtbus,Bus,275,53.621029999999536,10.14259000000021
Greifenberger Straße (Ost),"Nachtbus, Stadtbus",Bus,"275,N617",53.61811999999955,10.145120000000214
Berner Straße,"Nachtbus, Stadtbus",Bus,"275,N617",53.61896833458877,10.149220400100477
Redderblock,"Nachtbus, Stadtbus",Bus,"275,N617",53.61606999999953,10.15221000000022
Sandkule,"Metrobus, Stadtbus",Bus,"168,275,368,M16,M24",53.60741496443759,10.149839343712836
Hermann-Balk-Straße,Stadtbus,Bus,275,53.624760495852705,10.14025716635894
Hohenkamp,Metrobus,Bus,M16,53.60601670173711,10.145962909762217
U Berne (Berner Heerweg),"Metrobus, Nachtbus, Stadtbus",Bus,"167,168,368,M17,N617",53.62654999999958,10.138340000000209
Offenbachweg,"Metrobus, Nachtbus",Bus,"M24,N617",53.63249330965102,10.173581720608697
Eggerskamp,"Metrobus, Stadtbus",Bus,"168,275,368,M24",53.610752928352696,10.156502898520538
Forum Gymnasium Rahlstedt,Metrobus,Bus,M26,53.60036202178567,10.14280275772969
Lapplandring,"Metrobus, Nachtbus",Bus,"M24,N617",53.63058999999947,10.169130000000235
Warnemünder Weg,Stadtbus,Bus,562,53.6081199999995,10.164140000000234
Moränenweg,Stadtbus,Bus,562,53.61110999999951,10.163760000000234
Rahlstedter Kamp,Metrobus,Bus,M29,53.608679999999474,10.173770000000241
Waterblöckenwiese,Metrobus,Bus,M29,53.60933999999946,10.176060000000245
U Berne (Kriegkamp),Stadtbus,Bus,275,53.62673297326174,10.140039255099953
Neuer Höltigbaum,Metrobus,Bus,M29,53.608393286823166,10.185184974723327
Naturschutzgebiet Höltigbaum,Metrobus,Bus,M29,53.611254363460034,10.183444337876168
Neurahlstedter Graben,Metrobus,Bus,M29,53.610439999999464,10.178250000000247
Mundsburger Brücke,"Metrobus, Nachtbus, Stadtbus",Bus,"172,M17,M18,M6,N606,N607",53.565649999999756,10.019860000000122
Averhoffstraße,"Metrobus, Nachtbus",Bus,"M17,M6,N606",53.57064999999975,10.016790000000118
Zimmerstraße,"Metrobus, Nachtbus",Bus,"M17,M6,N606",53.574629999999765,10.014910000000118
Hans-Henny-Jahnn-Weg,"Metrobus, Nachtbus",Bus,"M17,M25,M6,N606",53.57821999999977,10.014160000000121
Gertigstraße,"Metrobus, Nachtbus",Bus,"M17,M25,M6,N606",53.58100999999976,10.011980000000117
Goldbekplatz,"Metrobus, Nachtbus",Bus,"M17,M25,M6,N606",53.58359999999977,10.009700000000116
Dorotheenstraße,"Metrobus, Nachtbus",Bus,"M25,N606",53.587295004871905,10.004989636902854
U Sierichstraße,"Metrobus, Nachtbus",Bus,"M19,M25,N606",53.59056942190316,10.002490843541667
Wiesendamm (Mitte),Nachtbus,Bus,N600,53.58905492609762,10.02261992197653
U Borgweg,"Metrobus, Stadtbus",Bus,"179,M17,M6",53.590934083813345,10.015606093165735
Stadtpark (Planetarium),Stadtbus,Bus,179,53.59608036937191,10.01388566870255
Ohlsdorfer Straße (Planetarium),Metrobus,Bus,M20,53.59940364521544,10.006957098340436
Jahnring (Mitte),"Metrobus, Stadtbus",Bus,"179,M20",53.599945559454916,10.01391098237094
Überseering (West),"Metrobus, Stadtbus",Bus,"118,179,M20,M26",53.600399902331944,10.017396337137187
New-York-Ring,"Metrobus, Stadtbus",Bus,"118,M20,M26",53.602284211619,10.017277134652282
S Rübenkamp,"Metrobus, Stadtbus",Bus,"118,M20,M26,M28",53.60748517118469,10.032908551970873
Hebebrandstraße,"Metrobus, Nachtbus, Stadtbus",Bus,"118,172,M26,M28,M7,N607",53.60829897257582,10.038583682393854
Schmuckshöhe,"Nachtbus, Stadtbus",Bus,"172,N607",53.61121999999974,10.03704000000013
Feuerbergstraße,"Nachtbus, Stadtbus",Bus,"172,N607",53.614409999999744,10.035590000000129
AK Barmbek,"Metrobus, Nachtbus, Stadtbus",Bus,"172,M28,M7,N607",53.605259999999745,10.039850000000131
Hartzloh,"Metrobus, Nachtbus, Stadtbus",Bus,"172,M28,M7,N607",53.60165102217629,10.040910320658675
Neue Wöhr,"Metrobus, Nachtbus, Stadtbus",Bus,"172,M28,M7,N607",53.59898140620466,10.04153568543418
