schulnummer,schulname,strasse,plz,ort,website,email,school_type,traegerschaft,traeger,fax,phone,director,longitude,latitude,state,adresse,data_source,data_retrieved,bundesland,stadt,traffic_accidents_total,traffic_accidents_fatal,traffic_accidents_serious_injury,traffic_accidents_minor_injury,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_safety_score,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2025,crime_aufklaerungsquote_2025,crime_straftaten_2025,crime_strassenraub_2025,crime_koerperverletzung_2025,crime_diebstahl_fahrrad_2025,crime_wohnungseinbruch_2025,crime_straftaten_2025_rate_per_100k,crime_strassenraub_2025_rate_per_100k,crime_koerperverletzung_2025_rate_per_100k,crime_diebstahl_fahrrad_2025_rate_per_100k,crime_wohnungseinbruch_2025_rate_per_100k,crime_safety_category,crime_data_source,crime_data_note
BY-SCHUL_SCHULSTANDORTEFOERDERZENTREN_af42ebc3-4449-424e-82a9-46c96c8ced03,"Musenbergschule, Förderzentrum, Förderschwerpunkt Hören, München",Musenbergstr. 32,81929,München,,,Förderzentren,,,,,,11.6462446,48.1707378,BY,"Musenbergstr. 32, 81929 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,16,0,0,16,6,4,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_ffbbb79b-f403-48ee-bdf0-8f153164fb9a,"Mittelschule München, Stuntzstraße 55",Stuntzstr. 55,81677,München,,,Mittelschulen,,,,,,11.6226373,48.1412539,BY,"Stuntzstr. 55, 81677 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,31,0,2,29,11,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_5f87d162-d25c-4558-81ef-3ee7dfe21965,"Mittelschule München, Toni-Pfülf-Straße 30",Toni-Pfülf-Str. 30,80995,München,,,Mittelschulen,,,,,,11.5333697,48.2011819,BY,"Toni-Pfülf-Str. 30, 80995 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,19,2,1,16,9,6,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_ca4fb9cf-b2e7-4d40-ab03-e0abecb28c3d,"Mittelschule München, Ichostraße 2",Ichostr. 2,81541,München,,,Mittelschulen,,,,,,11.5784058,48.1157402,BY,"Ichostr. 2, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,168,0,18,150,99,28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_3cd7a9d2-b5fa-40f5-bb3e-0b33d8fbca77,"Mittelschule München, Winthirplatz 6",Winthirplatz 6,80639,München,,,Mittelschulen,,,,,,11.5265471,48.1535457,BY,"Winthirplatz 6, 80639 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,84,0,6,78,49,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_1e25e585-6e37-46b5-9c45-51563ce6ae4e,"Mittelschule München, Lehrer-Wirth-Straße 31",Lehrer-Wirth-Str. 31,81829,München,,,Mittelschulen,,,,,,11.6938154,48.1275142,BY,"Lehrer-Wirth-Str. 31, 81829 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,10,0,2,8,8,1,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEFOERDERZENTREN_9fcdd568-a1c4-45e0-8b0d-7f22f3630841,"Anni-Braun-Schule, Förderzentrum,Förderschwerpunkt Sprache an der Musenbergstraße München",Musenbergstr. 32,81929,München,,,Förderzentren,,,,,,11.6462446,48.1707378,BY,"Musenbergstr. 32, 81929 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,16,0,0,16,6,4,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_582d3eee-370f-4db7-bd1a-57cfa6870193,Staatliche Fachoberschule für Technik München,Orleansstr. 44,81667,München,,,Fachoberschulen,,,,,,11.6018763,48.1264353,BY,"Orleansstr. 44, 81667 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,117,0,1,116,63,21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_98ce20ed-d9ec-428f-a3f9-7d07d125c47a,Gymnasium München-Trudering,Friedenspromenade 64,81827,München,,,Gymnasien,,,,,,11.6748416,48.1099045,BY,"Friedenspromenade 64, 81827 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,11,0,3,8,8,1,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEFOERDERZENTREN_121363a7-a4a3-498e-a2c6-a639438af5f4,Sonderpädagogisches Förderzentrum München-Nord an der Paulckestraße,Paulckestr. 10,80933,München,,,Förderzentren,,,,,,11.5508574,48.2172825,BY,"Paulckestr. 10, 80933 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,21,0,4,17,12,4,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_78d342f2-fa1d-489e-81ed-270285a4456d,"Therese-von-Bayern-Schule, Staatl. Fachoberschule für Wirtschaft München",Lindwurmstr. 90,80337,München,,,Fachoberschulen,,,,,,11.547261,48.1238811,BY,"Lindwurmstr. 90, 80337 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,141,0,15,126,71,24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_260bd00d-8bc4-4ada-8a92-69e8948de687,"Mittelschule München, Situlistraße 87",Situlistr. 87,80939,München,,,Mittelschulen,,,,,,11.6184894,48.1956789,BY,"Situlistr. 87, 80939 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,39,0,4,35,14,2,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_f6f1998f-7725-49fe-a659-bf184fcbcf3a,"Mittelschule München, Weilerstraße 1",Weilerstr. 1,81541,München,,,Mittelschulen,,,,,,11.5874192,48.1232115,BY,"Weilerstr. 1, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,92,0,4,88,60,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_9db2dcea-a68b-427f-98eb-50efaaa8c642,"Mittelschule München, Fromundstraße 5",Fromundstr. 5,81547,München,,,Mittelschulen,,,,,,11.5763938,48.1081472,BY,"Fromundstr. 5, 81547 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,92,0,9,83,40,17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_3070b611-0def-4c41-ba93-0f1bbea86e5a,Staatliche Fachoberschule München-West,Bergsonstr. 109,81245,München,,,Fachoberschulen,,,,,,11.4343665,48.1637074,BY,"Bergsonstr. 109, 81245 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,9,0,0,9,4,2,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_360cb8b1-ee5c-4909-8c6c-1eb24e4871a0,Theresien-Gymnasium München,Kaiser-Ludwig-Platz 3,80336,München,,,Gymnasien,,,,,,11.5565083,48.1319323,BY,"Kaiser-Ludwig-Platz 3, 80336 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,174,0,8,166,91,26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_9e2ca571-d8f5-4d72-a37a-63c4c31ce46b,Albert-Einstein-Gymnasium München,Lautererstr. 2,81545,München,,,Gymnasien,,,,,,11.5601922,48.0947335,BY,"Lautererstr. 2, 81545 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,36,0,5,31,18,4,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_a25b412f-e50b-44bf-be6e-65fa8be6a989,Wittelsbacher-Gymnasium München,Marsplatz 1,80335,München,,,Gymnasien,,,,,,11.5484676,48.145363,BY,"Marsplatz 1, 80335 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,99,0,10,89,52,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEREALSCHULEN_5d572203-e801-4329-ab9f-8bbd0a55896e,Marieluise-Fleißer-Realschule Staatl. Realschule München III,Schwanthalerstr. 87,80336,München,,,Realschulen,,,,,,11.5528271,48.1371051,BY,"Schwanthalerstr. 87, 80336 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,207,0,10,197,121,35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_595f0725-e84b-464d-a890-08c71562072f,Oskar-von-Miller-Gymnasium München,Ungererstr. 191,80805,München,,,Gymnasien,,,,,,11.6038956,48.1803755,BY,"Ungererstr. 191, 80805 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,30,0,3,27,10,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEREALSCHULEN_dfc50391-1c25-45fe-918d-81d0b6b3074b,Georg-Büchner-Realschule Staatliche Realschule München I,Droste-Hülshoff-Str. 5,80686,München,,,Realschulen,,,,,,11.5092454,48.1272914,BY,"Droste-Hülshoff-Str. 5, 80686 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,55,0,3,52,10,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_9af8d356-55cb-43dc-b77e-35ef8a0f0bed,Klenze-Gymnasium München,Wackersberger Str. 59,81371,München,,,Gymnasien,,,,,,11.5436835,48.1153885,BY,"Wackersberger Str. 59, 81371 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,129,2,6,121,66,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_ae72d070-a765-4c4f-bd79-61e3f462bc34,Luitpold-Gymnasium München,Seeaustr. 1,80538,München,,,Gymnasien,,,,,,11.5924715,48.1446075,BY,"Seeaustr. 1, 80538 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,90,0,4,86,49,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_7fcb1ac0-c4d4-4306-a80b-1e654e282f2c,Maria-Theresia-Gymnasium München,Regerplatz 1,81541,München,,,Gymnasien,,,,,,11.5886091,48.1241986,BY,"Regerplatz 1, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,75,0,7,68,44,15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_8d964f40-272f-47aa-a1ef-e4420ea3934f,Max-Planck-Gymnasium München,Weinbergerstr. 29,81241,München,,,Gymnasien,,,,,,11.4703754,48.139584,BY,"Weinbergerstr. 29, 81241 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,22,0,1,21,11,2,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_79492b36-b83c-4fa4-89d8-285be4f98e78,Rupprecht-Gymnasium München,Albrechtstr. 7,80636,München,,,Gymnasien,,,,,,11.544183,48.1515414,BY,"Albrechtstr. 7, 80636 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,97,0,12,85,71,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_45eff82c-d299-4740-832a-b13944a2202f,Pestalozzi-Gymnasium München,Eduard-Schmid-Str. 1,81541,München,,,Gymnasien,,,,,,11.5824139,48.1273073,BY,"Eduard-Schmid-Str. 1, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,176,0,14,162,122,35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_7ad6952d-966b-408e-a1f6-cb29fbe71f05,Wilhelmsgymnasium München,Thierschstr. 46,80538,München,,,Gymnasien,,,,,,11.5886091,48.1381923,BY,"Thierschstr. 46, 80538 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,155,0,11,144,108,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_d4693314-b56b-41af-b2d6-a5adfad77f24,Georg-Huber-Mittelschule  Grafing b.München,Am Stadion 2,85567,Grafing b.München,,,Mittelschulen,,,,,,11.9709235,48.0493792,BY,"Am Stadion 2, 85567 Grafing b.München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,0,0,0,0,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_5348ac21-5a91-41fc-a41a-d166d56fe938,Leonhard-Wagner-Gymnasium Schwabmünchen,Breitweg 16,86830,Schwabmünchen,,,Gymnasien,,,,,,10.7670879,48.1857071,BY,"Breitweg 16, 86830 Schwabmünchen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,0,0,0,0,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_d33bd2ef-8386-4753-8081-991bf5b8c098,Gymnasium Kirchheim b.München,Heimstettner Str. 3,85551,Kirchheim b.München,,,Gymnasien,,,,,,11.7593884,48.1677894,BY,"Heimstettner Str. 3, 85551 Kirchheim b.München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,0,0,0,0,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_b6142bd1-39ae-442e-b5de-ea714a61367d,Fritz-Schäffer-Mittelschule Ostermünchen in Tuntenhausen,Niedergartenweg 7,83104,Tuntenhausen,,,Mittelschulen,,,,,,12.033207,47.9489061,BY,"Niedergartenweg 7, 83104 Tuntenhausen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,0,0,0,0,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEREALSCHULEN_5530fea0-9531-4e96-87bc-8c697192118c,Staatl. Realschule Waldmünchen,Dr.-Matthias-Lechner-Str. 11,93449,Waldmünchen,,,Realschulen,,,,,,12.703824,49.3862487,BY,"Dr.-Matthias-Lechner-Str. 11, 93449 Waldmünchen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,0,0,0,0,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_707ba492-7551-4cb6-a4d3-9f07440dad19,Schwarzachtal-Mittelschule Waldmünchen,Dr.-Matthias-Lechner-Str. 8,93449,Waldmünchen,,,Mittelschulen,,,,,,12.7048264,49.38538,BY,"Dr.-Matthias-Lechner-Str. 8, 93449 Waldmünchen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,0,0,0,0,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_6658e87e-20ec-48d3-b98f-5f0a303bda84,"Mittelschule Kirchheim b.München, an der Heimstettner Straße",Heimstettner Str. 12,85551,Kirchheim b.München,,,Mittelschulen,,,,,,11.7561214,48.1684448,BY,"Heimstettner Str. 12, 85551 Kirchheim b.München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,0,0,0,0,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEREALSCHULEN_ba9ff9dd-627e-4821-b7e9-cfd526a0f2d1,Leonhard-Wagner-Realschule Staatl. Realschule Schwabmünchen,Breitweg 16,86830,Schwabmünchen,,,Realschulen,,,,,,10.7670879,48.1857071,BY,"Breitweg 16, 86830 Schwabmünchen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München,0,0,0,0,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1505022,1.0,6061,65.5,91219,134,12076,5671,815,6061.0,8.9,802.4,376.8,54.2,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
