schulnummer,schulname,strasse,plz,ort,website,email,school_type,traegerschaft,traeger,fax,phone,director,latitude,longitude,adresse,data_source,data_retrieved,bundesland,stadt,traffic_accidents_total,traffic_accidents_fatal,traffic_accidents_serious_injury,traffic_accidents_minor_injury,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_safety_score,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_safety_category,crime_data_source,crime_data_note
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_7ad6952d-966b-408e-a1f6-cb29fbe71f05,Wilhelmsgymnasium München,Thierschstr. 46,80538,München,,,Gymnasien,,,,,,48.138259,11.588593,"Thierschstr. 46, 80538 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,153,0,14,139,102,8,0,Unknown,141.0,48.139462,11.589174,D,Unknown,144.0,48.139546,11.588766,,Unknown,154.0,48.139635,11.588771,C,Maxmonument,86.0,48.137529,11.588218,,Lehel,148.0,48.139593,11.588581,2.0,Mariannenplatz,364.0,48.135224,11.586752,,Maxmonument,102.0,48.137364,11.588311,,Maxmonument,121.0,48.137456,11.587489,,Nationalmuseum/Haus der Kunst,519.0,48.142903,11.589311,,85,2; C; D,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_a25b412f-e50b-44bf-be6e-65fa8be6a989,Wittelsbacher-Gymnasium München,Marsplatz 1,80335,München,,,Gymnasien,,,,,,48.145789,11.548327,"Marsplatz 1, 80335 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,91,0,9,82,55,10,0,Hackerbrücke,426.0,48.141964,11.548527,,Maillingerstraße,444.0,48.149662,11.546844,E,Unknown,472.0,48.149903,11.546744,,Hackerbrücke,237.0,48.143662,11.548282,,Deroystraße,273.0,48.144266,11.545439,,Marsstraße,483.0,48.14503,11.541916,,Hackerbrücke,220.0,48.143817,11.548159,,Hackerbrücke,285.0,48.143313,11.5493,,München ZOB (26),345.0,48.142736,11.549117,BusCenter; EU0235; Flixbus 001 + 006 + 063 + 101 + 121 + 186 + 227 + 900 + 943 + X06 + N947; 26,101,26; BusCenter; E; EU0235; Flixbus 001 + 006 + 063 + 101 + 121 + 186 + 227 + 900 + 943 + X06 + N947,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_9e2ca571-d8f5-4d72-a37a-63c4c31ce46b,Albert-Einstein-Gymnasium München,Lautererstr. 2,81545,München,,,Gymnasien,,,,,,48.094945,11.560743,"Lautererstr. 2, 81545 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,35,0,6,29,18,6,30,,,,,,,,,,,,,,,,Tiroler Platz,259.0,48.096202,11.563675,,Authariplatz,353.0,48.092007,11.562562,,Theodolindenplatz,584.0,48.090336,11.556964,,Tiroler Platz,227.0,48.095533,11.563672,,Tiroler Platz,231.0,48.096044,11.563385,,Autharistraße,551.0,48.090529,11.564106,,25,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEREALSCHULEN_5d572203-e801-4329-ab9f-8bbd0a55896e,Marieluise-Fleißer-Realschule Staatl. Realschule München III,Schwanthalerstr. 87,80336,München,,,Realschulen,,,,,,48.137125,11.553031,"Schwanthalerstr. 87, 80336 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,221,0,17,204,114,43,0,Unknown,60.0,48.136616,11.553292,A,Unknown,105.0,48.136193,11.553279,B,Unknown,106.0,48.136176,11.552939,,Hermann-Lingg-Straße,227.0,48.139061,11.552081,1.0,Hermann-Lingg-Straße,246.0,48.139011,11.551301,2.0,Holzkirchner Bahnhof,257.0,48.139148,11.554701,2.0,Holzkirchner Bahnhof,288.0,48.138826,11.55595,3,Holzkirchner Bahnhof,297.0,48.138944,11.555954,4,Unknown,344.0,48.139951,11.55116,,155,1; 2; 3; 4; A; B,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_595f0725-e84b-464d-a890-08c71562072f,Oskar-von-Miller-Gymnasium München,Ungererstr. 191,80805,München,,,Gymnasien,,,,,,48.180378,11.604112,"Ungererstr. 191, 80805 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,34,0,1,33,12,5,32,Unknown,127.0,48.179339,11.603388,A,Unknown,181.0,48.178942,11.602976,,Alte Heide,234.0,48.178552,11.602555,,,,,,,,,,,,,,,,,Alte Heide,67.0,48.179778,11.604172,,Alte Heide,79.0,48.179774,11.603542,,Alte Heide,88.0,48.179703,11.603484,,46,A,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_310319b1-7423-426d-a0a3-51b0681edf3e,Asam-Gymnasium München,Schlierseestr. 20,81539,München,,,Gymnasien,,,,,,48.114351,11.591399,"Schlierseestr. 20, 81539 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,63,0,2,61,35,9,0,Unknown,332.0,48.112871,11.587512,A,Unknown,337.0,48.112566,11.587736,B,Untersbergstraße,349.0,48.112595,11.587508,,Werinherstraße,103.0,48.114947,11.592463,,Sankt-Martins-Platz,390.0,48.117219,11.58837,,Giesing Bahnhof,497.0,48.110493,11.594792,,Werinherstraße,81.0,48.114546,11.592444,,Werinherstraße,97.0,48.114563,11.592673,,Giesing Bahnhof,378.0,48.111485,11.594126,,81,A; B,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_26efe204-3c4f-4c7b-89c5-d104e8280e67,Erasmus-Grasser-Gymnasium München,Fürstenrieder Str. 159,81377,München,,,Gymnasien,,,,,,48.122978,11.503452,"Fürstenrieder Str. 159, 81377 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,85,0,5,80,24,7,0,Unknown,722.0,48.116534,11.502238,,Unknown,723.0,48.116497,11.502689,,Unknown,725.0,48.116472,11.502884,,Ammerseestraße,361.0,48.126101,11.502117,,Ammerseestraße,371.0,48.126121,11.501766,,Stegener Weg,481.0,48.125863,11.508282,,Andreas-Vöst-Straße,151.0,48.121735,11.502649,,Andreas-Vöst-Straße,184.0,48.121452,11.502491,,Ammerseestraße,318.0,48.125821,11.503004,,41,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_0073b9c0-48c4-4c00-a995-d2d5ad0d45b8,Gisela-Gymnasium München,Arcisstr. 65,80801,München,,,Gymnasien,,,,,,48.156645,11.573317,"Arcisstr. 65, 80801 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,135,0,9,126,104,14,0,Unknown,436.0,48.156628,11.567446,B,Unknown,447.0,48.156646,11.567288,A,Josephsplatz,472.0,48.155744,11.567093,,Elisabethplatz,166.0,48.157642,11.574992,,Nordendstraße,256.0,48.154821,11.575418,,Kurfürstenplatz,387.0,48.159958,11.574921,,Kurfürstenplatz,426.0,48.160443,11.574066,,Kurfürstenplatz,428.0,48.160478,11.57386,,Josephsplatz,568.0,48.154837,11.566153,,95,A; B,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEREALSCHULEN_dfc50391-1c25-45fe-918d-81d0b6b3074b,Georg-Büchner-Realschule Staatliche Realschule München I,Droste-Hülshoff-Str. 5,80686,München,,,Realschulen,,,,,,48.127564,11.509409,"Droste-Hülshoff-Str. 5, 80686 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,45,0,2,43,10,6,10,Unknown,818.0,48.134923,11.509481,C,Unknown,837.0,48.134866,11.512135,,Unknown,844.0,48.134877,11.512436,B,Säulingstraße,192.0,48.127413,11.51198,,Stegener Weg,207.0,48.125863,11.508282,,Ammerseestraße,565.0,48.126101,11.502117,,Stegener Weg,207.0,48.125718,11.509066,,Ammerseestraße,513.0,48.125821,11.503004,,Ammerseestraße,540.0,48.125813,11.502625,,39,B; C,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_ae72d070-a765-4c4f-bd79-61e3f462bc34,Luitpold-Gymnasium München,Seeaustr. 1,80538,München,,,Gymnasien,,,,,,48.144489,11.592888,"Seeaustr. 1, 80538 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,95,0,5,90,51,8,0,Unknown,620.0,48.139635,11.588771,C,Unknown,623.0,48.139462,11.589174,D,Unknown,629.0,48.139546,11.588766,,Paradiesstraße,207.0,48.146346,11.592977,,Nationalmuseum/Haus der Kunst,363.0,48.143088,11.588474,,Lehel,631.0,48.139593,11.588581,2.0,Reitmorstraße/Sammlung Schack,283.0,48.142003,11.593683,,Nationalmuseum/Haus der Kunst,319.0,48.142903,11.589311,,Nationalmuseum/Haus der Kunst,402.0,48.143212,11.58782,,36,2; C; D,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_9af8d356-55cb-43dc-b77e-35ef8a0f0bed,Klenze-Gymnasium München,Wackersberger Str. 59,81371,München,,,Gymnasien,,,,,,48.115637,11.542252,"Wackersberger Str. 59, 81371 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,122,2,8,112,64,23,0,Unknown,224.0,48.117253,11.540448,A,Unknown,232.0,48.11689,11.53976,B,Unknown,250.0,48.116579,11.539196,C,,,,,,,,,,,,,,,,Am Harras,167.0,48.116132,11.540128,,Am Harras,238.0,48.117231,11.540113,,Am Harras,258.0,48.116863,11.539305,,72,A; B; C,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_7fcb1ac0-c4d4-4306-a80b-1e654e282f2c,Maria-Theresia-Gymnasium München,Regerplatz 1,81541,München,,,Gymnasien,,,,,,48.124284,11.58852,"Regerplatz 1, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,63,0,6,57,37,11,0,Rosenheimer Platz,641.0,48.129184,11.593075,,Sankt-Martin-Straße,834.0,48.118558,11.595778,,Unknown,961.0,48.120559,11.576837,D,Regerplatz,38.0,48.124352,11.588025,,Carl-Amery-Platz,380.0,48.121445,11.585677,,Carl-Amery-Platz,442.0,48.120989,11.585192,,Regerplatz,27.0,48.124415,11.588216,,Regerplatz,41.0,48.124279,11.587974,,Regerplatz,64.0,48.124586,11.589253,,60,D,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_8d964f40-272f-47aa-a1ef-e4420ea3934f,Max-Planck-Gymnasium München,Weinbergerstr. 29,81241,München,,,Gymnasien,,,,,,48.140009,11.468776,"Weinbergerstr. 29, 81241 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,10,0,0,10,5,0,80,,,,,,,,,,,,,,,,Westbad,552.0,48.14229,11.475389,,Westbad,563.0,48.142246,11.475587,,Am Knie,629.0,48.145471,11.470959,,Benedikterstraße,47.0,48.140434,11.468811,,Benedikterstraße,79.0,48.140342,11.467829,,Westbad,366.0,48.141602,11.473092,,56,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_79492b36-b83c-4fa4-89d8-285be4f98e78,Rupprecht-Gymnasium München,Albrechtstr. 7,80636,München,,,Gymnasien,,,,,,48.151458,11.544163,"Albrechtstr. 7, 80636 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,89,0,8,81,65,16,0,Maillingerstraße,112.0,48.150509,11.544656,C,Maillingerstraße,113.0,48.150448,11.5443,B,Maillingerstraße,142.0,48.150182,11.544181,A,Albrechtstraße,543.0,48.155647,11.540406,,Fasaneriestraße,657.0,48.157348,11.543532,,Marsstraße,734.0,48.14503,11.541916,,Maillingerstraße,86.0,48.150879,11.544933,,Maillingerstraße,127.0,48.150315,11.544273,,Landshuter Allee,443.0,48.151524,11.538195,,60,A; B; C,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_45eff82c-d299-4740-832a-b13944a2202f,Pestalozzi-Gymnasium München,Eduard-Schmid-Str. 1,81541,München,,,Gymnasien,,,,,,48.127589,11.582382,"Eduard-Schmid-Str. 1, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,154,0,15,139,105,28,0,Unknown,486.0,48.128367,11.575935,C,Unknown,504.0,48.128468,11.575717,,Unknown,521.0,48.128206,11.575419,D,Eduard-Schmid-Straße,330.0,48.12628,11.578398,,Eduard-Schmid-Straße,330.0,48.126211,11.578437,,Mariahilfplatz,402.0,48.124039,11.581344,,Schweigerstraße,92.0,48.126812,11.582826,,Schweigerstraße,115.0,48.126686,11.583147,,Corneliusbrücke,295.0,48.129445,11.579538,,88,C; D,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_3ca9f87f-48c6-4253-b32d-59c23194efdd,Max-Josef-Stift München,Mühlbaurstr. 15,81677,München,,,Gymnasien,,,,,,48.141748,11.610071,"Mühlbaurstr. 15, 81677 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,70,0,8,62,34,7,0,Unknown,325.0,48.139637,11.607041,A,Unknown,336.0,48.139292,11.60743,B,Prinzregentenplatz,356.0,48.139266,11.607034,,Grillparzerstraße,585.0,48.136491,11.610338,1.0,Einsteinstraße,621.0,48.136826,11.614013,,Einsteinstraße,633.0,48.13682,11.614345,,Prinzregentenplatz,346.0,48.139541,11.606781,,Prinzregentenplatz,362.0,48.139172,11.607088,,Galileiplatz,369.0,48.14415,11.606642,,63,1; A; B,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_98c3861e-69fc-4c91-920d-ee0a2e3a5ace,Michaeli-Gymnasium München,Hachinger-Bach-Str. 25,81671,München,,,Gymnasien,,,,,,48.120618,11.638729,"Hachinger-Bach-Str. 25, 81671 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,26,0,5,21,15,0,48,Unknown,473.0,48.118378,11.633309,D,Unknown,494.0,48.118033,11.633313,E,Michaelibad,571.0,48.118349,11.631823,,St.-Veit-Straße,313.0,48.122065,11.642353,,Mutschellestraße,674.0,48.126672,11.638248,,Kreillerstraße,705.0,48.12562,11.644575,,St.-Veit-Straße,280.0,48.121974,11.641905,,St.-Veit-Straße,321.0,48.122304,11.642236,,Heinrich-Wieland-Straße,390.0,48.117234,11.640116,,38,D; E,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_b294e9b4-f0c9-4202-aa3b-79355b6dbc08,"Mittelschule München, Elisabeth-Kohn-Straße 4",Elisabeth-Kohn-Str. 4,80797,München,,,Mittelschulen,,,,,,48.164434,11.553619,"Elisabeth-Kohn-Str. 4, 80797 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,44,0,4,40,22,5,12,,,,,,,,,,,,,,,,Olympiapark Süd,193.0,48.162884,11.55246,,Infanteriestraße,333.0,48.161444,11.553832,,Barbarastraße,438.0,48.161434,11.557438,,Ackermannbogen,124.0,48.165,11.555062,,Ackermannbogen,206.0,48.165044,11.556244,,Georg-Birk-Straße,263.0,48.163956,11.557085,,40,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEREALSCHULEN_d24ba9f5-6d6b-45cb-9a41-58c0085eb717,Joseph-von-Fraunhofer-Schule Staatl. Realschule München II,Engadiner Str. 1,81475,München,,,Realschulen,,,,,,48.090193,11.481301,"Engadiner Str. 1, 81475 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,35,0,2,33,12,6,30,Unknown,155.0,48.089059,11.480076,,Unknown,184.0,48.08871,11.480211,,Fürstenried West,206.0,48.088366,11.48083,U 3,,,,,,,,,,,,,,,,Fürstenried West (U),173.0,48.088791,11.480288,,Fürstenried West (U),174.0,48.088712,11.480539,,Fürstenried West (U),180.0,48.088613,11.480786,,44,U 3,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_5d9b5eb3-4053-4781-a735-7cfbe6523692,Gymnasium München-Nord,Knorrstr. 171,80937,München,,,Gymnasien,,,,,,48.199586,11.572321,"Knorrstr. 171, 80937 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,25,1,3,21,14,2,50,Unknown,300.0,48.196919,11.571721,,Unknown,306.0,48.196839,11.572112,,Am Hart,409.0,48.195925,11.571815,,,,,,,,,,,,,,,,,Rathenaustraße,123.0,48.200342,11.573528,,Rathenaustraße,137.0,48.200488,11.573571,,Am Hart,265.0,48.197246,11.571673,,63,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_3ab60e69-3d30-4d07-82d3-544a2fcd4bb2,Gymnasium München-Freiham,Hildegard-Hamm-Brücher-Str. 5,81249,München,,,Gymnasien,,,,,,48.140747,11.405242,"Hildegard-Hamm-Brücher-Str. 5, 81249 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,29,0,5,24,10,6,42,Freiham,368.0,48.140008,11.41007,,,,,,,,,,,,,,,,,,,,,,,,,,,Bildungscampus Freiham,142.0,48.141279,11.403499,,Bildungscampus Freiham,175.0,48.141701,11.403368,,Helmut-Schmidt-Allee,253.0,48.14241,11.407569,,41,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_c0aa0aa2-c7da-421e-80bf-ee596a002f62,Dante-Gymnasium München,Wackersberger Str. 61,81371,München,,,Gymnasien,,,,,,48.115029,11.543301,"Wackersberger Str. 61, 81371 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,124,1,5,118,65,22,0,Unknown,326.0,48.117253,11.540448,A,Unknown,335.0,48.11689,11.53976,B,Unknown,350.0,48.116579,11.539196,C,,,,,,,,,,,,,,,,Am Harras,266.0,48.116132,11.540128,,Am Harras,341.0,48.117231,11.540113,,Sylvensteinstraße,341.0,48.112827,11.540108,,72,A; B; C,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_3f022dad-c351-45bd-8807-a4a94dc39461,Wilhelm-Hausenstein-Gymnasium München,Elektrastr. 61,81925,München,,,Gymnasien,,,,,,48.152058,11.627053,"Elektrastr. 61, 81925 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,34,0,2,32,17,4,32,Unknown,311.0,48.153565,11.623514,C,Unknown,330.0,48.153967,11.623651,B,Unknown,349.0,48.154009,11.62336,,Cosimabad,198.0,48.153569,11.628477,4.0,Cosimabad,210.0,48.153532,11.628819,,Cosimabad,212.0,48.153512,11.628898,5.0,Elektrastraße,104.0,48.15136,11.626117,,Elektrastraße,147.0,48.150779,11.626559,,Cosimabad,195.0,48.153552,11.628433,,63,4; 5; B; C,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_ac819b62-69e4-41cb-a478-614ba687e4f2,Gymnasium München - Fürstenried,Engadiner Str. 1,81475,München,,,Gymnasien,,,,,,48.090193,11.481301,"Engadiner Str. 1, 81475 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,35,0,2,33,12,6,30,Unknown,155.0,48.089059,11.480076,,Unknown,184.0,48.08871,11.480211,,Fürstenried West,206.0,48.088366,11.48083,U 3,,,,,,,,,,,,,,,,Fürstenried West (U),173.0,48.088791,11.480288,,Fürstenried West (U),174.0,48.088712,11.480539,,Fürstenried West (U),180.0,48.088613,11.480786,,44,U 3,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_929c39d6-bfa6-48c4-8209-7739cdc503c6,Gymnasium München/Moosach,Gerastr. 6,80993,München,,,Gymnasien,,,,,,48.184956,11.519088,"Gerastr. 6, 80993 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,38,0,4,34,23,3,24,Unknown,342.0,48.181945,11.520052,A,Moosacher St.-Martins-Platz,348.0,48.181835,11.518814,,Unknown,357.0,48.181835,11.517961,,Hugo-Troendle-Straße,704.0,48.17932,11.514767,,Pelkovenstraße,747.0,48.181067,11.510867,,,,,,,Merseburger Straße,194.0,48.186031,11.521145,,Bingener Straße,314.0,48.182494,11.521152,,Bingener Straße,335.0,48.182293,11.521208,,50,A,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_0c726a30-03d8-46b3-90e2-a985f3e4de11,Leonhard-Wagner-Mittelschule Schwabmünchen,Breitweg 16 a,86830,Schwabmünchen,,,Mittelschulen,,,,,,48.185299,10.765541,"Breitweg 16 a, 86830 Schwabmünchen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
